video_frame,time_seconds,original_prediction_count,combined_prediction_count,forward_motorcycle_gt_eligible,forward_motorcycle_raw_yolo_match,forward_motorcycle_raw_class,forward_motorcycle_raw_confidence,forward_motorcycle_raw_iou,forward_motorcycle_combined_evidence,forward_motorcycle_combined_view,forward_car_gt_eligible,forward_car_raw_yolo_match,forward_car_raw_class,forward_car_raw_confidence,forward_car_raw_iou,forward_car_combined_evidence,forward_car_combined_view,oncoming_bus_gt_eligible,oncoming_bus_raw_yolo_match,oncoming_bus_raw_class,oncoming_bus_raw_confidence,oncoming_bus_raw_iou,oncoming_bus_combined_evidence,oncoming_bus_combined_view,oncoming_truck_gt_eligible,oncoming_truck_raw_yolo_match,oncoming_truck_raw_class,oncoming_truck_raw_confidence,oncoming_truck_raw_iou,oncoming_truck_combined_evidence,oncoming_truck_combined_view,forward_motorcycle_displayed,forward_motorcycle_presentation_source,forward_car_displayed,forward_car_presentation_source,oncoming_bus_displayed,oncoming_bus_presentation_source,oncoming_truck_displayed,oncoming_truck_presentation_source,displayed_targets
88,8.7,4,11,1,1,motorcycle,0.0015467177145183086,0.4409150901055687,1,original,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.032470185309648514,0.7957377813152304,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
89,8.8,9,20,1,1,rider,0.004701515194028616,0.7753799981326931,1,original,0,0,,,,0,,0,0,,,,0,,1,1,bus,0.29499760270118713,0.7182721496627444,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
90,8.9,11,18,1,1,rider,0.013641986064612865,0.6990962767075234,1,original,0,0,,,,0,,0,0,,,,0,,1,1,bus,0.6802091002464294,0.7286805159997204,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
91,9.0,7,13,1,1,rider,0.011305990628898144,0.6539668990921762,1,original,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.5061339735984802,0.704938093596898,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
92,9.1,16,31,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.037185750901699066,0.704994587317129,1,original,1,gt_aided_hold,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
93,9.2,7,15,1,1,rider,0.08516240119934082,0.6876692578247778,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
94,9.3,5,9,1,1,rider,0.035638608038425446,0.6448127847876222,1,original,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.004516052082180977,0.616101967459777,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
95,9.4,3,6,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.0015255996258929372,0.6006417656374012,1,original,1,gt_aided_hold,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
96,9.5,9,11,1,1,rider,0.04174497351050377,0.7419142692506939,1,original,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.012187098152935505,0.6443084903127438,1,original,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
97,9.6,6,12,1,1,rider,0.002723884070292115,0.6163087747218798,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
98,9.7,9,17,1,1,rider,0.13329897820949554,0.6921791876141892,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
99,9.8,8,14,1,1,rider,0.0017634915420785546,0.47286420868048906,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
100,9.9,9,17,1,0,,,,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
101,10.0,16,32,1,1,rider,0.004293753299862146,0.6970381406867132,1,original,0,0,,,,0,,0,0,,,,0,,1,1,truck,0.0257529616355896,0.18594945582418965,1,low_light_enhanced,1,yolo_evidence,0,,0,,1,yolo_evidence,forward_motorcycle|oncoming_truck
102,10.1,9,17,1,1,rider,0.030808821320533752,0.7342682316872226,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
103,10.2,11,16,1,1,rider,0.14951245486736298,0.9189385974796909,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
104,10.3,1,1,1,1,rider,0.002102500293403864,0.860936025202534,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
105,10.4,3,3,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,gt_aided_hold,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
106,10.5,0,2,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,gt_aided_hold,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
107,10.6,3,9,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,gt_aided_hold,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
108,10.7,4,8,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,gt_aided_hold,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
109,10.8,4,6,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,gt_aided_hold,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
110,10.9,1,2,1,1,rider,0.0020585397724062204,0.03359140591373666,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
111,11.0,2,5,1,1,rider,0.003805186366662383,0.6601238202765648,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
112,11.1,0,4,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
113,11.2,2,6,1,1,rider,0.06447343528270721,0.8192512167324032,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
114,11.3,2,7,1,1,rider,0.006363607011735439,0.9075044657437162,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
115,11.4,2,3,1,1,rider,0.0028797306586056948,0.8279666161367718,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
116,11.5,0,1,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
117,11.6,1,4,1,1,rider,0.004318030085414648,0.6939081260518689,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
118,11.7,1,2,1,1,rider,0.014956917613744736,0.5878507584103895,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
119,11.8,3,3,1,1,rider,0.0016163045074790716,0.0656544257254422,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
120,11.9,2,3,1,1,rider,0.011768239550292492,0.8183992434892405,1,original,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
121,12.0,2,5,1,1,rider,0.018645571544766426,0.771570807243873,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,1,0,,,,0,,1,yolo_evidence,0,,0,,1,gt_aided_hold,forward_motorcycle|oncoming_truck
122,12.1,2,5,1,1,rider,0.010779638774693012,0.781956219174343,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
123,12.2,4,9,1,1,rider,0.011793175712227821,0.7834436858604681,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
124,12.3,3,9,1,1,rider,0.005327192600816488,0.760776942473186,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
125,12.4,3,10,1,1,rider,0.0029459723737090826,0.4035770548071293,1,low_light_enhanced,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
126,12.5,2,6,1,1,rider,0.0016527638072147965,0.6750415439887323,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
127,12.6,3,12,1,1,rider,0.015020010061562061,0.8604026605413165,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
128,12.7,3,11,1,1,rider,0.002387780463322997,0.7948250980530436,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
129,12.8,5,9,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
130,12.9,3,5,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
131,13.0,1,2,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
132,13.1,3,5,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
133,13.2,15,26,1,1,rider,0.3590781092643738,0.0,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
134,13.3,3,6,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
135,13.4,1,1,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
136,13.5,4,6,1,1,rider,0.0017249787924811244,0.0,1,original,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,yolo_evidence,0,,0,,0,,forward_motorcycle
137,13.6,4,7,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,0,,0,,0,,forward_motorcycle
138,13.7,8,13,1,0,,,,0,,1,1,car,0.3068908452987671,0.5889905665753798,1,original,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,1,yolo_evidence,0,,0,,forward_motorcycle|forward_car
139,13.8,4,5,1,0,,,,0,,1,1,car,0.05842288210988045,0.27052997937374484,1,original,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,1,yolo_evidence,0,,0,,forward_motorcycle|forward_car
140,13.9,9,13,1,0,,,,0,,1,0,,,,0,,0,0,,,,0,,0,0,,,,0,,1,gt_aided_hold,1,gt_aided_hold,0,,0,,forward_motorcycle|forward_car
